Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Population,GDP,Energy Consumption,Energy Exports,Energy Imports,CO2 Emissions,Renewable Energy Jobs,Government Policies,R&D Expenditure,Renewable Energy Targets,Average Annual Temperature,Annual Rainfall,Solar Irradiance,Wind Speed,Hydro Potential,Geothermal Potential,Biomass Availability,Energy Storage Capacity,Grid Integration Capability,Electricity Prices,Energy Subsidies,International Aid for Renewables,Public Awareness,Energy Efficiency Programs,Urbanization Rate,Industrialization Rate,Energy Market Liberalization,Renewable Energy Patents,Educational Level,Technology Transfer Agreements,Renewable Energy Education Programs,Local Manufacturing Capacity,Import Tariffs on Energy Equipment,Export Incentives for Energy Equipment,Natural Disasters,Political Stability,Corruption Perception Index,Regulatory Quality,Rule of Law,Control of Corruption,Economic Freedom Index,Ease of Doing Business,Innovation Index,Number of Research Institutions,Number of Renewable Energy Conferences,Number of Renewable Energy Publications,Energy Sector Workforce,Proportion of Energy from Renewables,Public-Private Partnerships in Energy,Regional Renewable Energy Cooperation
France,2007,Hydro,48874.58189274868,46144.39074683108,4455609117.921474,565481772,191592566447913.56,245828.7930241897,30632.969525883083,97604.62222745753,52246.91127733591,241708,0,8055073658.449719,1,3.391566573447521,2381.4369727231388,118.37804303540986,13.83729735431534,67.84110199038138,32.44379587836702,79.02816972095057,77.66519588987552,0.6737128237061705,0.2331637763003836,79068428.158034,311527163.4421971,4.9774867975200765,1,60.37073164192991,20.86375581334485,0,518,0.2400447433513686,0,1,49.01459730507794,8.53101644951093,86.13495686784054,1,6.851805611539766,9.385182938965746,8.820257094136576,7.804321664367006,6.344238009448441,54.03240907338217,93.06265594272296,15.588995842248654,694,88,5820,236758,89.83030453874892,0,1
India,2004,Wind,46923.22413239344,4307.183776260675,6709859027.909663,647168485,121860573749495.8,608939.7013585144,81494.80210085626,44754.23094790441,923951.7315175916,312558,1,3499988804.9063907,1,2.3218013530875083,208.9706665786052,277.70975066270483,13.774125580495202,79.67281280870591,93.48393322603124,39.18842610655288,634.3703441697212,0.5221330959563611,0.1043438768283508,751440561.2427871,785989790.3548282,6.793870314975855,0,21.568501651329207,93.92327569534312,1,489,5.3944402091508685,1,1,63.51466618649236,75.0848664556176,63.44136071285115,0,4.74737297725801,7.457455112786669,7.138208801535043,4.746954370311208,8.754761708864166,99.19950762268614,81.787104149925,98.64916879572296,309,44,1435,776939,42.63701555091335,0,1
France,2022,Hydro,24635.600475528667,13223.015708383262,2343567240.90823,23062046,126070534553200.86,706951.5479307199,70519.4208935756,64037.935613578695,179169.51316938092,555500,1,7873959834.385931,1,15.995390455905936,495.90394923266535,122.12925256742686,11.039334949518574,37.77661381520365,10.484678881408394,88.11268327258007,726.8121133881396,0.0427562659065531,0.180116583385526,488887647.7046159,970928760.62475,1.3643007774973692,0,7.95878566546998,22.821371941122205,0,473,4.906546602946413,1,1,78.03054918915831,11.850736098205362,16.607873163233076,1,1.4058520770283534,8.612425674481557,3.0215496629853766,3.4791845964685275,2.7237626078144697,34.18925604617775,32.564183603966825,33.285239952916,452,0,5180,762518,89.9578373567993,1,1
Australia,2012,Biomass,81789.65251152043,10098.548419227867,7747449970.261609,82941111,50491577121434.86,937513.4874910972,21793.764757505327,36116.56563792563,948343.7059890864,21173,0,3792927756.4985294,0,23.735621299844595,2459.8826806575244,146.8242195967054,2.1515661267962565,39.796062891273486,33.99574693169421,22.33630727680155,865.8490120971172,0.1090839541915786,0.4875168971951537,276319166.30189395,453629788.3770597,6.647039913856548,1,52.45049964576607,81.5718650323296,0,381,1.8028873683406168,1,0,50.597762822662354,35.80206949592153,68.34521451406987,0,2.5099549217356176,5.091796478288439,5.421017618082011,7.07426611455643,6.561469514777782,40.41877335500354,75.06560810423947,90.05283948013836,969,48,878,494070,12.141157971641704,0,0
Germany,2016,Solar,76580.49146870407,8525.391848596802,1259830493.417647,1279007451,161777270939737.28,828953.9869980211,60980.72268783725,71295.05272074572,771712.6620887541,404268,1,6695306013.824273,1,17.10048815335217,1918.563638356003,261.0149289663128,11.133622660187015,16.02679939441012,56.46085656777085,4.753453102078852,996.2026025612112,0.0691504465336407,0.1686440326909662,613497339.2430698,289668776.10164315,1.1678159386958564,0,23.494103401988976,96.82461438088389,0,750,9.691551498329384,0,1,47.79066209746817,43.79679899830773,5.884072250174988,1,5.401222006244051,6.250379012339195,3.084860798209237,7.975119719391119,6.158434151253137,27.540607402054505,64.38361555515522,78.07273785655295,966,63,579,757239,26.998252704030755,1,1
Canada,2023,Geothermal,30744.77522107477,18544.198604215,3532360650.7511377,894849518,158983348111922.56,250195.29956383145,40397.83510242175,83037.51348026942,102714.98681354977,377400,0,9624852174.31439,1,35.617138211195545,2898.7157394347205,227.7883406255044,5.471219420488479,75.94352622959687,86.80662352644427,21.83513158307273,934.6218288611308,0.0224026440018,0.1735613236075907,529513155.030673,404624614.6041069,6.006228178289378,1,58.30906260236496,67.06606451341919,0,596,6.270061556321677,0,0,57.2564334558458,98.53541211173706,94.60290854218005,1,2.0944406335263857,9.559021266530907,5.477911695806145,9.736197896409951,5.70070728728459,27.17123992612317,30.416769836619277,27.005438947490944,862,95,5031,646533,7.22086992475317,0,1
Canada,2022,Geothermal,1469.0666516058996,47934.54246242444,4020863344.507869,316837510,135329336468415.14,119634.6243977916,45016.22128739311,32641.519535537675,671886.4051106602,474095,0,7374984191.83604,0,24.84300026256868,1915.0012651299835,235.5130517629956,4.5398991964919055,54.10821903783669,20.81472933755679,71.00102048642228,369.58945633435377,0.6127917845241561,0.4626212424233165,591916419.1365157,24909288.502902348,2.910734075419628,0,44.22937821500632,35.18024688671325,0,924,1.2394032530768306,0,0,24.30320209077259,49.83609077431838,49.40724687655842,0,0.6049431109109649,8.504358328869436,3.3571046115153247,8.22914078621572,0.2020762947405951,28.44660358147696,84.88720405052483,79.87697600339118,638,9,1752,661305,32.28941141388799,1,0
France,2016,Solar,39868.34941362892,25985.10463419618,9031781815.113647,180436803,156545843703236.5,588786.4012752533,36811.66811446294,36347.90709449493,376607.33035834576,215708,1,1350214981.5837357,0,29.394362947933217,1371.440300268058,268.6527779842983,2.515117739763564,72.8156018837473,9.627465508293076,78.89908873161924,694.4085071063512,0.6924445966438929,0.0891075770412122,397800353.1871838,960883430.1875732,1.813951622716089,1,92.92667020455453,73.58748544157557,1,836,0.6722103241508381,1,1,0.289118878828587,0.7561859876579757,18.697679815848712,1,0.6888232569676489,8.243138954580942,7.061910435163455,8.858411146880378,7.429440655313812,96.87593567293442,80.96214076703075,37.93301330644169,364,5,9358,743765,49.07168085447498,1,1
Japan,2001,Wind,11011.162871392437,35159.5860370327,326761116.4784386,1388202497,127169177633529.2,902544.01311522,99567.44066026344,22843.40050264013,292079.16866246343,179530,0,8538589589.07384,0,10.876692476585797,1271.8378981495707,101.61786001238416,2.6010284060791937,16.41883786396462,28.98117116387673,24.933038174601784,186.9181786352009,0.7940696768018879,0.4304283646741298,213884682.41136912,766161334.1424149,7.381719714573625,0,11.574073938683272,84.1950999097548,0,597,5.095439749982882,1,0,78.28794830710748,51.8649110835025,69.26407952272872,1,7.490318186681463,3.080089455688694,0.9077347977515772,4.466978558278354,1.302610597144035,98.84456072861518,3.388920197764178,14.566589115952777,51,33,4878,711961,92.27788031480878,1,1
India,2005,Solar,59083.45426958785,5046.898673185077,5287566835.386201,1334052624,77692725042664.75,574751.9301861989,3933.368353735834,14956.450798050271,964692.607877404,56068,1,2872592758.628132,1,23.159999292949134,2743.9817030495897,213.4487403154673,3.0118699909908364,20.729543656842388,59.19639056928396,41.08230811060666,221.35218035904003,0.5028709580890384,0.1286179089462662,811127620.3495802,560387870.5712203,3.039185551677371,0,40.23103889475252,40.09030477586304,1,996,6.572676077062933,0,0,32.50748355583124,8.466840627796001,48.96291683509517,0,6.486258939991219,8.715266929267818,0.2568497533772251,4.1298866248221735,9.08902918273078,4.462091084701036,10.907131209795084,11.33782777601301,756,71,1337,845485,1.6841790898100897,1,1
Japan,2016,Hydro,88324.13148836212,514.3905017582756,214018771.2558036,1081465466,3591998324332.066,574120.3161125153,15138.161519826024,21702.9882574857,46324.48874625302,404550,1,1942345699.0645568,0,24.30177494956993,1497.2227238090702,280.1691452069525,1.623998130857878,12.806809223875517,2.111788252756175,3.794302047778564,85.62715621705905,0.145619931856878,0.4704047432676011,739577121.362958,179180930.25194255,4.449181265100163,1,18.40744440228209,75.73241834398061,1,31,6.080105608562772,0,0,6.241595341135331,18.694713054987343,46.56908705392038,0,3.402548418376118,2.7670791252381144,7.227252929835309,1.9437721078152137,6.567314639329328,75.72300656408137,0.2731839813759129,73.79559683092664,717,76,3008,160635,61.52129374934718,1,0
India,2012,Wind,66324.75813144818,4730.126998295639,8400838587.789722,606530980,131738146953637.05,48778.379087448215,33297.73547436206,79061.44391142577,62295.57231805245,748241,0,9038214415.6127,1,12.90183395689406,1703.244897366037,188.3780655103632,13.434172114046824,98.44849774350396,89.86774965565768,7.69192578007406,960.0131572044776,0.2676636293927685,0.4044792802860841,951665735.5474558,44851475.40709133,8.750886910666116,0,70.7774450047318,47.65345395337823,1,374,0.6818438363196866,1,0,76.1834917528997,46.720209167040224,3.542833372127119,0,3.921664579818756,6.199021121204639,3.1559338629578693,8.670932625456407,6.384676919785405,7.416037950405451,34.19339144984228,91.03240458892746,967,88,3197,593972,41.8564471173857,0,1
Japan,2014,Solar,57708.76527909931,3321.2832264395547,5820353944.215122,216559393,23060468249021.5,561199.879623682,16181.939160290423,23047.85969195404,236852.1211221045,234759,0,9094615198.99305,1,33.34514844894441,2926.414444507397,113.27040924685043,14.492494703652248,80.40028314616288,33.700430962595064,24.78442658167936,933.3350142954096,0.5383393156019769,0.33001393898039,421152687.7475044,15347034.098447278,5.679077779428421,0,59.68424299516808,50.43451344505282,0,928,1.013404729654599,0,0,64.10936218029826,25.49098245390161,59.43673089277988,1,2.619187993626073,6.77347282479932,9.361292590108766,7.008256641237764,9.956242097508849,60.82165186129382,91.94374774013131,28.84775807342499,747,90,1516,579112,33.52137411065825,1,1
Germany,2010,Hydro,9639.184225440784,29672.823953037005,3750765050.8987193,892187891,29558514198569.98,535204.3698980984,21589.050280154293,45881.80711753785,357693.984694374,779664,0,3847109114.0746913,1,33.477508228078584,2050.377337081085,185.8308160758256,2.0326119194588883,1.5212725414318062,84.51152773355727,73.86792639898785,879.8277743076645,0.519544204603962,0.1921528844148879,465771774.954008,177743502.16691363,3.062593461327554,0,95.32809735261245,88.60506312300693,0,554,3.264484621058099,1,1,27.119634467496574,28.77611700581057,35.416392949979794,0,1.7686212211323638,3.891425197482267,3.02888782588982,4.601465903233304,2.762718346828621,19.28165562999672,6.578147485812636,69.57710533532517,188,72,8001,156187,53.80394926196775,0,0
Japan,2020,Geothermal,41980.71093723143,19808.06389072076,5144289329.269496,1456676080,149655940941364.2,566973.0244481042,74168.43381319022,84386.01140134559,974803.8946672676,207287,0,7576630273.084096,0,-8.042860823917838,2106.213792874913,160.96541452524147,3.559837703076344,14.243027182167143,38.083907078082206,90.30336776962744,500.84033181009926,0.018971263539215,0.2895611439571256,286236669.8600242,147060537.87729803,3.9245968163255514,1,54.84095889730872,45.50717515253835,0,791,2.420343714879608,0,1,32.079301226186416,40.99646070511941,47.43973510759491,0,4.599194715837792,7.25337530949521,8.74218187104856,7.79953707172449,6.142307546234527,14.927937713464011,48.287598554730295,62.67869623228178,513,62,4887,385510,91.39608238260098,0,1
USA,2006,Hydro,68499.81374861787,6092.4270339497625,4194602137.2664976,1481277012,143119554461799.03,635000.0570409474,76847.50797812658,35939.73191949219,94384.05467985792,497075,1,8055059596.204751,1,37.318802514577314,806.6296446827038,154.5606693896689,3.7668995310070015,88.5541682355434,57.20094045474582,44.83274680739407,983.753401495969,0.6568369746483468,0.2478672099177053,639485809.2642257,781343228.0457646,7.813737415673208,1,9.332062403533817,22.545290295034228,1,818,3.292832678972968,1,1,71.53838575934711,76.85876192097935,61.483366722314535,1,1.556165474105029,9.73290632440224,1.6714389748872904,1.5975782082460488,0.2212977528248927,45.72964150198967,44.014844093881,15.874586964787309,366,31,665,154163,36.06398095698946,0,1
Brazil,2016,Wind,95393.82094972288,5312.371075403584,2904159197.088038,498834167,75439156657560.34,733375.9222933894,46167.34547646462,10781.35350699657,874077.0641901966,586828,1,912157967.1776434,1,39.58265328721187,2471.955219718455,226.285868900313,3.389850732165282,21.424329555680487,74.52297917880055,77.17398887302937,42.35486795408337,0.2286638605047161,0.0906852763129401,371442829.5085831,495459899.1281449,3.182254218806837,1,97.14910134532704,36.02356687068181,0,149,6.092830805250793,1,1,66.03409925853445,82.65424020239533,64.43446862293321,0,9.233091524968453,6.770375676141025,9.630851100244492,9.865435551893835,4.825001235653362,72.67903281501619,17.065465983713434,13.743274090272504,724,89,1881,992122,14.8034775480818,1,1
Russia,2019,Geothermal,65058.464492381296,18993.465852488524,2670432764.7832594,1478224713,93294097739252.23,573560.4380055786,22552.44009222564,98601.6413376558,882051.9932083467,102243,1,5326924847.330897,1,1.7683461409693884,1809.018153891192,231.53160685082364,11.97994494845164,19.43779455140855,77.1649469534561,74.04254299567626,989.9359155000284,0.954611675287007,0.3272327705880054,204495025.62007484,355258147.0958367,5.819292874148524,0,66.97543866791715,11.473944686138005,0,584,3.000021447679022,1,0,23.60469647213057,17.590858257641695,73.98275025493926,0,2.5424426592916136,6.629718041266085,5.214500046242812,3.708934315599274,9.906618538829068,46.86733369607118,78.77342342753646,36.73492440902384,872,53,9501,586973,71.95038170539084,1,1
Japan,2011,Hydro,71530.70708132877,34002.38011715497,145821933.24138904,1079733128,125294097760150.62,301920.68627484736,6355.575224538671,57731.77195459873,500737.8872800248,390981,1,877308469.3546771,0,-7.88082525483826,2547.2053652720906,151.6218717957692,3.247607944480796,69.01516636850798,91.76245554813698,15.427555967207471,318.27122388497224,0.4048675844806676,0.2977334988113955,497125678.0280234,792557954.916114,0.0651510986682146,1,70.2822713716947,46.7631938832539,1,92,2.6120751524581234,1,0,30.73158108574866,30.193334994077315,41.74317400230366,0,1.0448764975837777,7.356546712402668,0.6051491050637592,9.363472336961342,5.228086733241501,18.88256229566985,2.7389407053699744,75.97795236045076,599,95,7958,377207,29.420802053525957,1,1
Japan,2006,Wind,27250.40303609887,48542.33480285274,340798056.9070444,496073553,123359354352814.1,648044.999311676,58361.279792667134,62535.69699525491,562035.6991790116,675302,0,8310090038.891539,1,25.85793483164481,1622.6895791581146,119.0255719317905,3.3180396214424497,31.52463983378396,88.01046459820378,96.4710619082784,894.8042181274366,0.003826858159361,0.4420059990847824,965486351.6446708,84422803.72330852,7.073874464231327,1,40.20102879845926,82.1033870970928,0,478,5.50037569284243,1,1,51.38617059972357,48.27105041072196,12.363071786444667,1,2.4901421908249333,3.441436305892899,4.07628152598461,6.638940857795528,0.1775684007267763,18.55946021974989,92.95399015633252,24.76618544594473,478,56,319,313508,33.66698768824362,0,0
Australia,2020,Hydro,49566.206218457526,14734.922985547792,7653254567.071821,1211946810,66262262316872.71,444859.86794183386,77203.6700351736,49770.96311182284,401239.75565815467,680475,0,6202919439.722112,1,34.5257882567507,2726.389189247474,169.22383110352052,11.847895809540876,77.24520500552171,68.43148481599901,74.7649171548489,409.7317233907919,0.567395721365549,0.1770722049079848,984870853.3634188,583477383.1664445,1.9614926921570075,1,16.729712613405535,63.02498013762104,1,961,8.47841094053684,1,0,60.072847791624895,85.51833134171761,40.01898702990425,0,2.3853357371135884,7.949774227607423,0.8158693309151421,0.7724198364680379,5.163461948115765,69.13851117596379,53.45319109680205,90.6099756997282,3,69,6847,886182,53.02511815342217,0,1
USA,2013,Hydro,45154.447803824056,6507.216108571527,3255676909.106192,413336779,119712975010465.8,918963.1306839822,21294.194227204323,35268.901349330336,192719.9743779153,784783,1,2253650049.548306,1,33.80963484605731,1222.3629873737725,222.296050765996,6.70209168997931,68.65044366785193,60.71521120992729,82.10788084409243,380.183622516214,0.5132040933199522,0.325884011803647,591381782.3986939,427571668.2797936,5.810804402972156,0,12.677184054270164,5.89521046678888,1,70,0.7309761324151487,0,1,41.85870960287055,10.317166690586166,78.73509151021409,1,4.106167446296868,4.1399136598442965,2.8222184000683983,9.695013110712392,0.0930293483146194,70.99832424130909,53.44463774101615,65.44692004747996,433,85,3991,147451,79.88676223402177,0,0
Germany,2012,Biomass,38461.93926921913,44348.41263625232,5327883970.236766,730701128,119442069977877.94,66552.99042480448,22603.94038590213,21452.880223699583,615020.9760316542,205486,1,9730348793.481342,0,-6.259641273864721,1343.953439731108,171.8429383464551,0.1609568270166606,49.40954723189635,72.75858674202856,49.89273413496006,588.1226769887145,0.4064119429643972,0.1342483237327933,772767437.1980162,348532264.3444593,1.49382778244893,0,48.827887687689206,99.8059578416138,0,336,5.530447815377694,1,1,64.46286659770492,92.91933347506922,99.17290576071476,0,6.082884608359386,5.349136470926502,0.2041482513710302,0.3576939777692067,7.852678781298888,64.5078139609767,99.7843297678248,63.26914127606504,79,14,396,71127,10.572083085220685,1,1
Russia,2002,Hydro,97323.33436558027,12159.301860157222,3898664849.364212,607587903,129927545857416.02,940199.0651541508,17028.033443582633,16844.296879109046,845562.0137487442,801556,1,8802430132.977919,1,32.566526788771085,2617.9527577075,194.61002677857613,1.5337462081626352,82.81396156208531,0.6039402010050599,39.26514865787068,20.74254038570579,0.0758647674712674,0.3829588032447919,796878706.2950053,620312227.8161632,9.60816697452149,1,25.297067488872603,64.510852087776,0,600,6.305462089583235,1,0,74.7392849427581,74.76636731760793,80.06700189153563,1,0.4774653473758861,8.605464961024685,2.6733772659071366,0.2107223176209427,0.9522493024633572,60.55019098744169,8.871638649411661,38.72700867884129,194,87,3196,616922,25.89821793215877,1,0
Japan,2016,Hydro,14821.735489195666,23899.35841253169,2620553135.9850025,1282300303,186678220494236.4,229332.47716089536,75928.66431654854,26135.13720717808,359996.6595047893,7470,1,1853639585.8029504,1,21.30380889944748,397.9789673781703,237.1488500998865,2.2649935021417256,33.39484248137343,95.11059570893244,89.46700686670937,56.7760918477607,0.1390188135368498,0.3585807579070096,203116954.8336737,406926432.0149396,1.007126650865966,0,82.19918895091543,75.43331612497849,1,865,6.451918764275302,0,0,33.85418199580362,12.640997001564136,7.620177833700181,0,8.332249856376508,1.446795325652127,8.553800788871854,6.800055393619848,5.933158360646757,24.922475485392948,89.67253160867584,97.45730952202112,563,2,1349,741952,63.84533121959688,0,0
USA,2009,Biomass,21619.71884221112,39565.16226916565,8970651640.673725,833807770,170215699486463.16,486521.0597921112,63889.00374714574,13027.567777616296,533463.7342463799,88213,0,7135730686.970601,0,0.8618514471933274,2784.5477537992906,159.98726748310796,11.373203155288715,58.78686957630887,84.83046545000576,34.009358874637826,489.53326984337866,0.7505077919354648,0.0805143869915437,914590922.5247836,963300400.9428172,6.286031973320662,0,56.80863077012972,5.646637586855419,0,154,5.6102164519698325,0,0,22.998668533037996,7.164719810308773,21.00203252807645,1,4.342540018557338,9.185152321106134,3.314672255217187,5.224004714632676,1.967223623825347,24.047950009908583,28.24168333858753,69.29243321275678,922,70,106,552158,8.319598316665989,0,1
Japan,2008,Hydro,67131.95232741046,20357.637491920093,5523580040.459313,6344510,116587224831652.4,54833.84749359446,64637.65325803247,55111.225488247066,141694.74752104486,191970,1,6720798554.398495,0,24.7692559687626,948.6460066923,100.30279295956127,12.706513401366982,8.146648156037728,6.575264931260049,51.53076462206376,186.3810237852221,0.5677341389282266,0.3759827266883886,139056600.42450595,210222331.2450617,0.7055561559636103,1,87.59733721417061,98.92551691375976,0,297,1.024538750266445,1,1,32.90247232419219,2.920827707685913,55.810710892995466,1,8.309599877740045,0.1671530708852997,6.827988713358696,9.31972633843615,4.418940078895222,6.096347975708472,20.89460306595924,65.58048602870805,569,68,8,317267,34.14935006826776,1,1
